id,company,gap,location,status,priority,opened_at,opened_by_name,opened_by_phone,building,room_number,note
ab0fa386-a1a3-40dd-8b1a-313a0a8a0451,רמון,חלון בלי רשת יתושים,דשא,טופל,בינוני,2026-05-07,,,,,הדשא ליד פינת הישיבה
0558a729-e3c1-4330-b138-092c136fe6dc,פארן,ספסל שבור,מגורי בנים,טרם הועלה,נמוך,2026-04-13,רחל אברהם,055-9091699,מבנה 3,308,
02638259-c482-4583-b08a-a7d1e8d34c81,פארן,ריצוף סדוק,ספריית קמנים,טרם הועלה,בינוני,2026-03-31,יוסי כהן,054-9911838,,,דווח כבר פעם קודמת
9d08114e-b865-4eab-8225-842b4979b181,פארן,מזגן מרעיש,מגורי בנים,טרם הועלה,גבוה,2026-07-12,נדב כהן,058-8412411,מבנה 2,223,דחוף לטפל השבוע
dcb44446-866c-4a62-878e-fc0bd5bcc751,תמר,כיור סתום,"פינת גלח""צ",טרם הועלה,נמוך,2026-05-10,,,,,
15ea0f87-4a06-4752-9877-5c2b7884b7bf,פארן,דלת שבורה,מגורי בנות,בטיפול,בינוני,2026-06-19,יונתן חדד,055-0112805,מבנה 2,110,דווח כבר פעם קודמת
bcaf45e5-3f5e-4a34-84cc-0b6b7d232a93,צין,כיור סתום,פינת ישיבה,טרם הועלה,גבוה,2026-03-22,טל ביטון,052-2260256,,,
b623065e-b7e3-479c-9152-493697bdf709,פארן,כיור סתום,"פינת קק""ס",טרם הועלה,נמוך,2026-03-17,גיא דהן,054-5433036,,,
de75cf74-1a25-49ad-ac3a-a9bc09e17ea6,רמון,פח אשפה מלא וגדוש,"פינת קק""ס",טרם הועלה,בינוני,2026-07-03,מאיה עמר,050-1429401,,,דווח כבר פעם קודמת
6413c1d9-997e-4c3e-9b54-7c1c7e67632a,רמון,מזגן לא עובד,רחבת רמון,טרם הועלה,נמוך,2026-06-24,,,,,דחוף לטפל השבוע
f894b4dd-7f70-4ab1-bfe3-61240885c2b0,צין,מזגן לא עובד,מגורי בנות,טרם הועלה,נמוך,2026-05-24,איתי טוויל,054-1595148,מבנה 4,318,צריך להזמין קבלן חיצוני
28cef2d9-5488-41b3-8db7-0871a2e58c41,פארן,ארון בגדים שבור,ספריית קמנים,בטיפול,נמוך,2026-06-07,נדב שרעבי,055-0443699,,,מחכים לאישור תקציב
e34cf405-2158-4ab8-bd3f-bbdc072d0ef6,צין,בור בריצוף,דשא,טרם הועלה,בינוני,2026-03-24,עומר מזרחי,053-8951343,,,הדשא מול הבנות
3b811cd1-a377-4445-a052-a8df1b4e0645,צין,שקע חשמל לא תקין,מגורי בנות,טופל,בינוני,2026-07-12,יונתן חדד,058-9367632,מבנה 1,114,חומרים בדרך
2b28fa19-6793-4c30-ac29-bce6d913adab,צין,ארון בגדים שבור,דשא,בטיפול,נמוך,2026-08-31,,,,,הדשא באזור הרחבה
ffa9ed50-d638-4c64-be35-02662b975687,צין,כיור סתום,"פינת קק""ס",בטיפול,בינוני,2026-05-22,מאיה בן דוד,052-7743487,,,מחכים לאישור תקציב
4019920b-3040-44c1-840b-36c9e8a2f52d,תמר,כבל חשמל מונח על הרצפה,מגורי בנים,טרם הועלה,בינוני,2026-07-01,יוסי ביטון,052-3623166,מבנה 4,214,יטופל בסבב הבא
dd60d945-b67a-416e-967b-3f9cdf6c4c5e,צין,כיור סתום,רחבת רמון,טופל,נמוך,2026-09-07,דוד טוויל,053-6688937,,,צריך להזמין קבלן חיצוני
992bc31a-b509-414d-ab54-8fc016f45bc0,בשור,מזגן מטפטף,דשא,טרם הועלה,בינוני,2026-09-05,עומר בן דוד,052-9806990,,,הדשא בכניסה למתחם
e5b4fc17-2e60-493d-8791-a282625b003d,בשור,כבל חשמל מונח על הרצפה,כיתות,טרם הועלה,בינוני,2026-05-17,יונתן עמר,053-6464170,מבנה 1,308,
caa9741d-e59a-4310-abdd-4f0c1c918b89,צין,אסלה שבורה,"פינת קק""ס",טופל,גבוה,2026-09-05,,,,,
600a24bb-7d28-40c8-802b-bdacc6aeef9e,בשור,גדר פרוצה,דשא,טרם הועלה,נמוך,2026-03-25,ליאור טוויל,052-9912419,,,הדשא בכניסה למתחם
57de94fe-0258-4f45-958e-36851e0868dd,פארן,חלון סדוק,שביל,טרם הועלה,בינוני,2026-07-24,אבי וקנין,058-9190586,,,השביל בין הפינות
0562ba4f-6c92-4bf9-87c7-32eabef22ac2,בשור,כיור סתום,מגורי בנות,טופל,גבוה,2026-05-28,יונתן ביטון,054-2849877,אגף ב,308,מחכים לאישור תקציב
12cb827d-b454-4ff3-9726-528261a9f8fd,פארן,כביש גישה עם בור,פינת ישיבה,בטיפול,בינוני,2026-05-17,שירה עמר,052-7354549,,,
9f9c2438-a37b-46c9-aadc-bf74954d5866,צין,גדר פרוצה,"פינת גלח""צ",טרם הועלה,בינוני,2026-07-26,גיא מלכה,058-7701436,,,יטופל בסבב הבא
b1142200-b404-4621-8a5c-b83fb0bdc301,פארן,אין מים חמים,"דקצ""ו (דק קמנים)",בטיפול,בינוני,2026-05-14,מאיה עמר,053-7444313,,,חומרים בדרך
2e4bef3d-8ad3-4091-9172-d67a470a2071,רמון,ריצוף סדוק,"פינת קק""ס",טרם הועלה,גבוה,2026-03-20,רחל וקנין,050-3435240,,,דחוף לטפל השבוע
f0d9a18f-3b7e-4efb-b9d7-00f058a01d07,רמון,משטח בטון סדוק,מגורי בנות,בטיפול,בינוני,2026-08-30,,,מבנה 4,שירותים,מחכים לאישור תקציב
dae90358-7130-4fdc-9a4c-d52a55bf1c90,רמון,גדר פרוצה,דשא,טרם הועלה,נמוך,2026-05-23,שירה פרץ,050-6719022,,,הדשא מול הבנות
51148ec7-681b-484d-a34e-3faed5612a40,רמון,מדחום/גלאי עשן לא תקין,פינת ישיבה,בטיפול,בינוני,2026-08-13,אורית אברהם,055-6774964,,,
6ad33ae2-994a-41e4-ad97-a3b8c1672068,בשור,חוט חשמל חשוף,מתחם קמנים,טופל,גבוה,2026-08-18,,,,,
9c9e6ae9-e3ff-406f-9d76-59739ffb390e,בשור,אין תאורת חירום,כיתות,טרם הועלה,גבוה,2026-04-24,אורית מלכה,053-0344713,אגף ג,214,
12edaa7b-5a90-4c2a-9d1d-1a4ae8f6ef2a,צין,גדר פרוצה,ספריית קמנים,טופל,נמוך,2026-08-05,,,,,יטופל בסבב הבא
57822bf2-2d53-4fa2-9b38-2aef464b1ca4,תמר,מנעול תקול,רחבת רמון,טופל,בינוני,2026-04-20,נדב שרעבי,053-8877190,,,דווח כבר פעם קודמת
7274b6ee-1202-4490-9a6f-c76ec94bc7f8,פארן,שקע חשמל לא תקין,מתחם קמנים,טרם הועלה,גבוה,2026-07-10,רחל כהן,058-4902787,,,יטופל בסבב הבא
32cdf184-7925-40fe-b3c1-7d0e6f62ca16,רמון,דלת שבורה,שביל,טופל,נמוך,2026-04-03,טל עמר,053-1256746,,,השביל לכיוון הרחבה
550d2539-633b-4d09-b5da-79be4efaa938,פארן,מקלחת בלי לחץ מים,מגורי בנים,טרם הועלה,גבוה,2026-06-24,נועה כהן,058-8760385,מבנה 2,שירותים,
1ab7de58-944e-4167-b0cc-24b47add1ecb,רמון,אסלה שבורה,פינת פריסה,טופל,בינוני,2026-05-23,,,,,
b676c5c1-ef77-446c-98c6-1369f684f564,בשור,ארון בגדים שבור,פינת פריסה,טרם הועלה,בינוני,2026-04-24,,,,,
e592aaa5-c681-4d92-ad90-a0a83618dea0,רמון,מקלחת סתומה,ספריית קמנים,בטיפול,בינוני,2026-08-04,ליאור חדד,054-7378263,,,
8a228a54-9283-40e0-80bf-ea9d8721d4fd,רמון,מיטה שבורה,פינת עישון,טרם הועלה,נמוך,2026-08-26,נועה גבאי,050-4499727,,,דווח כבר פעם קודמת
ca23b339-ddbd-4452-959d-b45afd5fdfad,תמר,צנרת חשופה,"דקצ""ו (דק קמנים)",בטיפול,בינוני,2026-04-24,איתי אברהם,055-6360576,,,
29db237e-c5a2-4e69-9f5f-be1bff4b5c01,תמר,כיור שבור,דשא,טרם הועלה,נמוך,2026-09-03,אבי בן דוד,050-8702621,,,הדשא באזור הרחבה
a3606002-8445-47c4-949e-7198002ec1c3,צין,מנעול תקול,מתחם קמנים,טרם הועלה,גבוה,2026-03-19,מאיה שרעבי,053-7809134,,,
60f4e32d-077d-4e3b-aa07-d187d0e347b1,צין,צבע מתקלף,שביל,בטיפול,בינוני,2026-08-18,,,,,השביל בין הפינות
68a53741-1abc-4770-aa57-3921d6509c6b,רמון,בור בריצוף,מגורי בנות,טרם הועלה,גבוה,2026-09-01,טל ביטון,052-8692221,מבנה 4,216,
559e311f-ba43-4c5b-9150-1fb91a8b0dac,תמר,משטח בטון סדוק,דשא,טרם הועלה,בינוני,2026-04-02,,,,,הדשא ליד פינת הישיבה
bfd45649-80cd-4d23-8318-7a82578b451b,תמר,כיור סתום,מגורי בנים,טופל,נמוך,2026-05-22,טל גבאי,054-4367136,אגף א,301,
12760913-cf59-4bec-9ce8-4a4e64486707,בשור,ברזייה לא עובדת,מתחם קמנים,בטיפול,נמוך,2026-03-21,שירה וקנין,052-9533942,,,
d01ce1bc-10b1-4e47-a19d-4f9032c593ee,פארן,תאורת חוץ כבויה,פינת פריסה,טרם הועלה,בינוני,2026-05-23,,,,,צריך להזמין קבלן חיצוני
5d16711a-ea60-4568-95b7-cb77d54df16d,צין,קיר עם רטיבות,כיתות,טרם הועלה,בינוני,2026-07-23,נועה גבאי,052-4745171,,,צריך להזמין קבלן חיצוני
2b7765d3-48f8-47b0-b7f9-c12562432625,רמון,אין מים חמים,פינת עישון,טרם הועלה,נמוך,2026-04-23,,,,,מחכים לאישור תקציב
8a461145-3f93-45df-ad62-b601ccbd7d10,צין,מזגן מטפטף,"דקצ""ו (דק קמנים)",בטיפול,בינוני,2026-03-24,אריאל פרץ,058-3709859,,,
9ba3954e-22d3-48b0-b949-81d8f442aea6,תמר,ארון בגדים שבור,ספריית קמנים,טופל,בינוני,2026-05-17,רון לוי,050-4711382,,,דווח כבר פעם קודמת
aba52b27-bf24-498f-94da-d52467f81f9c,צין,שולחן שבור,ספריית קמנים,טופל,בינוני,2026-03-18,רון חדד,058-1796405,,,מחכים לאישור תקציב
200f5194-ec32-4921-b600-9cfa09e44b5b,בשור,דלת לא נסגרת טוב,פינת ישיבה,טרם הועלה,בינוני,2026-06-12,אריאל לוי,054-4317139,,,דווח כבר פעם קודמת
a4c79e04-c7a3-48f7-8c64-60d2c52d3f6e,צין,ריצוף סדוק,פינת ישיבה,בטיפול,גבוה,2026-08-11,מאיה דהן,055-3352904,,,חומרים בדרך
1e13f06a-2355-4304-a54e-2b7d3a2feca0,פארן,אסלה שבורה,פינת פריסה,טרם הועלה,נמוך,2026-07-30,,,,,יטופל בסבב הבא
04119045-4003-4338-85c0-46c6a0358e73,תמר,מקלחת סתומה,"דקצ""ו (דק קמנים)",טרם הועלה,גבוה,2026-09-08,נועה פרץ,058-1775891,,,
f2473562-aab5-42f5-9193-aab4513a06fe,תמר,חלון סדוק,מתחם קמנים,בטיפול,נמוך,2026-09-01,נדב בן דוד,058-0076617,,,
fd285775-f706-44ae-9a51-31f7bf4b90a9,בשור,צבע מתקלף,"דקצ""ו (דק קמנים)",טרם הועלה,גבוה,2026-04-10,רחל עמר,054-9847896,,,
f55195fc-6305-4789-b6d5-ba63a533d876,פארן,פח אשפה מלא וגדוש,פינת עישון,בטיפול,נמוך,2026-03-29,איתי חדד,054-3657661,,,דווח כבר פעם קודמת
7598c251-e795-4d11-97e1-3716ee74c592,רמון,כביש גישה עם בור,ספריית קמנים,טרם הועלה,גבוה,2026-07-09,יוסי מזרחי,050-1615280,,,חומרים בדרך
1718a790-885f-4d2a-854a-67a68775b55a,צין,צנרת חשופה,"דקצ""ו (דק קמנים)",טרם הועלה,בינוני,2026-03-25,טל לוי,053-9451983,,,מחכים לאישור תקציב
f3ffcf8e-c8e4-441d-8284-5146ad7324e9,פארן,שילוט חסר,פינת ישיבה,טרם הועלה,בינוני,2026-08-16,,,,,
ff7f08f5-23cd-4c7f-9d5e-89ddc58a3e2b,בשור,שקע חשמל לא תקין,"פינת קק""ס",טופל,נמוך,2026-05-26,אורית כהן,055-4024455,,,
b47aec1d-09c8-4227-bd97-675926b8ea39,פארן,גדר פרוצה,מתחם קמנים,טרם הועלה,גבוה,2026-03-28,דוד מזרחי,058-8366752,,,דווח כבר פעם קודמת
dc33a2b9-254e-4064-a011-1fe25b2a85d4,רמון,דלת לא נסגרת טוב,"פינת קק""ס",בטיפול,נמוך,2026-04-20,,,,,
4994249b-5a12-4f1f-9c18-cc8794693775,רמון,צנרת חשופה,פינת פריסה,בטיפול,בינוני,2026-05-22,ליאור דהן,055-1561497,,,דחוף לטפל השבוע
41c0d683-7cd2-42d9-8c7c-2bed3da3f5b6,פארן,אין מים חמים,מגורי בנות,טרם הועלה,בינוני,2026-07-18,,,מבנה 2,310,
70a33958-0e69-4c5b-a6fa-7ce0386b020c,רמון,פח אשפה מלא וגדוש,דשא,טרם הועלה,בינוני,2026-05-25,נועה טוויל,050-6060715,,,הדשא בכניסה למתחם
597ad255-8ca3-41f7-bb9d-6fc7ae5d47aa,פארן,חוט חשמל חשוף,רחבת רמון,טרם הועלה,גבוה,2026-04-02,,,,,יטופל בסבב הבא
c184f218-c462-49f7-a36d-d3708535635d,פארן,כבל חשמל מונח על הרצפה,דשא,טופל,גבוה,2026-03-20,גיא חדד,055-6816453,,,הדשא ליד פינת הישיבה
36e1c93f-9f89-4658-b715-cd29b7fbd62f,בשור,בור בריצוף,מגורי בנים,בטיפול,בינוני,2026-05-05,,,מבנה 3,208,דחוף לטפל השבוע
99ec3da0-3d27-405b-baef-a6944a5ba694,צין,שולחן שבור,פינת ישיבה,בטיפול,נמוך,2026-07-30,עומר מלכה,054-9979955,,,
aa9ac512-20b2-4973-a022-c85205e11b27,בשור,מדחום/גלאי עשן לא תקין,דשא,בטיפול,נמוך,2026-05-22,אריאל מזרחי,053-7700541,,,הדשא בכניסה למתחם
78ff3459-a740-4ab1-a338-4989aec70858,פארן,משקוף עקום,דשא,בטיפול,נמוך,2026-04-17,יונתן דהן,053-9782071,,,הדשא מול הבנות
03875b7f-dc69-4b51-a619-f1f4b8c6da1d,פארן,חלון סדוק,"פינת גלח""צ",טרם הועלה,גבוה,2026-03-31,יונתן אזולאי,053-5466590,,,דווח כבר פעם קודמת
ba7247a8-e562-4124-8866-ca1f113589d3,פארן,ריצוף סדוק,מגורי בנים,בטיפול,בינוני,2026-04-23,אורית ביטון,053-1925462,מבנה 1,421,חומרים בדרך
0976db85-38ec-4287-99ce-907cae15ce68,צין,ריצוף סדוק,מגורי בנים,בטיפול,בינוני,2026-03-31,,,מבנה 2,407,
2a3bd7da-4e69-4327-8a22-fce05426fa4e,רמון,חוט חשמל חשוף,מגורי בנים,טופל,גבוה,2026-06-29,נועה לוי,058-5929622,,,מחכים לאישור תקציב
f1ebe765-4e84-45a0-b042-c7a5ca6f0b96,תמר,מקלחת סתומה,מגורי בנות,טרם הועלה,בינוני,2026-05-30,אורית וקנין,058-7383473,אגף א,410,חומרים בדרך
