gap_id,change_type,field,old_value,new_value,changed_by,changed_at
2216e0c3-dba4-4ce8-9b6a-d59915ebf2c7,update,opened_by_name,,נועה טוויל,טל.רוזן@kalag.test,2026-07-16 00:47:00
2216e0c3-dba4-4ce8-9b6a-d59915ebf2c7,update,priority,נמוך,גבוה,עידו.פרץ@kalag.test,2026-09-12 02:47:00
e6ee7d1d-340a-458a-bb8e-12f84abb16f7,create,,,,עידו.פרץ@kalag.test,2026-07-17 09:17:00
e6ee7d1d-340a-458a-bb8e-12f84abb16f7,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-07-30 14:17:00
e6ee7d1d-340a-458a-bb8e-12f84abb16f7,update,priority,גבוה,נמוך,עידו.פרץ@kalag.test,2026-08-01 20:17:00
75a75333-5de0-43a1-8fe6-d3bc4958e9d2,create,,,,טל.רוזן@kalag.test,2026-07-25 09:16:00
75a75333-5de0-43a1-8fe6-d3bc4958e9d2,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-07-27 10:16:00
75a75333-5de0-43a1-8fe6-d3bc4958e9d2,update,priority,בינוני,נמוך,עידו.פרץ@kalag.test,2026-08-03 11:16:00
de8bf30f-1297-4efb-b81d-0cad5d0c0597,create,,,,דניאל.כהן@kalag.test,2026-05-13 16:58:00
de8bf30f-1297-4efb-b81d-0cad5d0c0597,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-05-18 17:58:00
de8bf30f-1297-4efb-b81d-0cad5d0c0597,update,status,בטיפול,טופל,דניאל.כהן@kalag.test,2026-05-26 17:58:00
1ba4666b-fe80-4733-8e85-a26023e69d2d,create,,,,עידו.פרץ@kalag.test,2026-08-03 14:40:00
505a8dae-4ac7-4ad7-a11d-136e3a49826c,create,,,,יובל.שגיא@kalag.test,2026-04-13 08:16:00
505a8dae-4ac7-4ad7-a11d-136e3a49826c,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-04-25 11:16:00
505a8dae-4ac7-4ad7-a11d-136e3a49826c,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-05-07 12:16:00
2d07dfde-13bb-44b7-8a96-3046c694bcad,create,,,,טל.רוזן@kalag.test,2026-05-07 19:14:00
818a7e83-1542-4b76-be11-58875a3b1722,create,,,,טל.רוזן@kalag.test,2026-09-08 19:14:00
818a7e83-1542-4b76-be11-58875a3b1722,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-09-11 00:14:00
818a7e83-1542-4b76-be11-58875a3b1722,update,priority,גבוה,נמוך,נועה.אבידן@kalag.test,2026-09-11 22:14:00
818a7e83-1542-4b76-be11-58875a3b1722,update,status,בטיפול,טופל,עידו.פרץ@kalag.test,2026-09-12 03:14:00
8425ffe8-5bf7-4fc1-8032-46d02e530160,create,,,,נועה.אבידן@kalag.test,2026-08-16 12:30:00
8425ffe8-5bf7-4fc1-8032-46d02e530160,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-08-17 16:30:00
8425ffe8-5bf7-4fc1-8032-46d02e530160,update,status,בטיפול,טופל,טל.רוזן@kalag.test,2026-08-26 21:30:00
bc303e99-b062-4ae2-bb6f-66e78db28866,create,,,,טל.רוזן@kalag.test,2026-05-20 08:57:00
bc303e99-b062-4ae2-bb6f-66e78db28866,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-05-26 14:57:00
bc303e99-b062-4ae2-bb6f-66e78db28866,update,opened_by_phone,,055-8983478,מאיה.לוי@kalag.test,2026-07-28 11:57:00
65e8e0d1-e7b2-4d1e-a1dd-d47713f4f218,create,,,,מאיה.לוי@kalag.test,2026-03-18 17:50:00
65e8e0d1-e7b2-4d1e-a1dd-d47713f4f218,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-03-27 19:50:00
4b1fd731-8b76-424e-9af8-3b5a2faaa44f,create,,,,דניאל.כהן@kalag.test,2026-03-25 13:32:00
346bc62a-149f-4fcc-9c22-3a5aa32c7841,create,,,,טל.רוזן@kalag.test,2026-06-01 13:13:00
346bc62a-149f-4fcc-9c22-3a5aa32c7841,update,priority,בינוני,גבוה,עידו.פרץ@kalag.test,2026-09-02 22:13:00
3bf1b059-01d9-4fd2-b84b-4071ab83296b,create,,,,דניאל.כהן@kalag.test,2026-08-15 06:00:00
3bf1b059-01d9-4fd2-b84b-4071ab83296b,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-08-22 09:00:00
3bf1b059-01d9-4fd2-b84b-4071ab83296b,update,note,,חומרים בדרך,נועה.אבידן@kalag.test,2026-08-24 17:00:00
3bf1b059-01d9-4fd2-b84b-4071ab83296b,update,status,בטיפול,טופל,עידו.פרץ@kalag.test,2026-09-03 14:00:00
92deb150-f08b-4a15-8910-0655d09c4245,create,,,,נועה.אבידן@kalag.test,2026-04-19 09:51:00
92deb150-f08b-4a15-8910-0655d09c4245,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-04-27 10:51:00
92deb150-f08b-4a15-8910-0655d09c4245,update,priority,גבוה,בינוני,טל.רוזן@kalag.test,2026-06-07 16:51:00
59ff20f6-5d6d-4c56-a4bc-439b85e5253a,create,,,,טל.רוזן@kalag.test,2026-09-10 08:22:00
175d57a0-828e-4889-a575-63e0932812ce,create,,,,יובל.שגיא@kalag.test,2026-07-22 10:48:00
dd57d624-82f9-43d0-b815-0f42ea6093dc,create,,,,מאיה.לוי@kalag.test,2026-09-09 13:22:00
dd57d624-82f9-43d0-b815-0f42ea6093dc,update,opened_by_phone,,052-7167868,מאיה.לוי@kalag.test,2026-09-11 18:22:00
dd57d624-82f9-43d0-b815-0f42ea6093dc,update,priority,נמוך,בינוני,טל.רוזן@kalag.test,2026-09-11 19:22:00
42b669a6-1885-4b8c-9b32-dd157cd2b21e,create,,,,עידו.פרץ@kalag.test,2026-06-17 16:19:00
b16b54be-24d8-4407-b70e-667494c85712,create,,,,עידו.פרץ@kalag.test,2026-03-25 11:09:00
b16b54be-24d8-4407-b70e-667494c85712,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-04-08 14:09:00
b16b54be-24d8-4407-b70e-667494c85712,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-04-10 20:09:00
b16b54be-24d8-4407-b70e-667494c85712,update,opened_by_phone,,052-2470455,יובל.שגיא@kalag.test,2026-06-21 21:09:00
ee747112-bd2c-4338-9e37-ec3a8fc4c58c,create,,,,דניאל.כהן@kalag.test,2026-06-25 06:42:00
ee747112-bd2c-4338-9e37-ec3a8fc4c58c,update,note,,צריך להזמין קבלן חיצוני,מאיה.לוי@kalag.test,2026-07-13 09:42:00
ee747112-bd2c-4338-9e37-ec3a8fc4c58c,update,priority,בינוני,גבוה,יובל.שגיא@kalag.test,2026-08-01 10:42:00
ae13cb14-3fd4-42b9-b27c-ceac7ed025e9,create,,,,נועה.אבידן@kalag.test,2026-09-02 08:13:00
ae13cb14-3fd4-42b9-b27c-ceac7ed025e9,update,note,,חומרים בדרך,דניאל.כהן@kalag.test,2026-09-11 20:13:00
b593784b-32cd-4c3e-b2dd-145e8099388a,create,,,,עידו.פרץ@kalag.test,2026-05-26 18:40:00
b593784b-32cd-4c3e-b2dd-145e8099388a,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-05-30 21:40:00
b593784b-32cd-4c3e-b2dd-145e8099388a,update,priority,גבוה,נמוך,טל.רוזן@kalag.test,2026-08-29 01:40:00
531020af-7a83-44b2-a1e5-396e3e0f5107,create,,,,עידו.פרץ@kalag.test,2026-09-08 14:07:00
531020af-7a83-44b2-a1e5-396e3e0f5107,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-09-12 15:07:00
531020af-7a83-44b2-a1e5-396e3e0f5107,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-09-12 18:07:00
2e33522a-7cf5-4235-9f64-5ec144e8e360,create,,,,מאיה.לוי@kalag.test,2026-04-29 17:31:00
2e33522a-7cf5-4235-9f64-5ec144e8e360,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-05-07 18:31:00
47a25dd8-66cc-419d-bbb8-1dadf5e24ef9,create,,,,עידו.פרץ@kalag.test,2026-08-20 08:53:00
47a25dd8-66cc-419d-bbb8-1dadf5e24ef9,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-08-28 13:53:00
47a25dd8-66cc-419d-bbb8-1dadf5e24ef9,update,note,,דחוף לטפל השבוע,נועה.אבידן@kalag.test,2026-09-03 13:53:00
48a94251-5fdf-458f-9764-95e178a18f01,create,,,,טל.רוזן@kalag.test,2026-09-01 07:11:00
48a94251-5fdf-458f-9764-95e178a18f01,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-09-07 12:11:00
48a94251-5fdf-458f-9764-95e178a18f01,update,priority,גבוה,בינוני,עידו.פרץ@kalag.test,2026-09-11 18:11:00
2fc70e49-f7d7-45d7-bd60-42f218277701,create,,,,נועה.אבידן@kalag.test,2026-03-19 07:32:00
38cad897-844a-4c44-95f7-56f51d4eb0e3,create,,,,טל.רוזן@kalag.test,2026-08-18 06:13:00
38cad897-844a-4c44-95f7-56f51d4eb0e3,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-08-25 11:13:00
3896ba33-f05f-4c61-84e0-85a73981e4e3,create,,,,מאיה.לוי@kalag.test,2026-08-24 14:35:00
3896ba33-f05f-4c61-84e0-85a73981e4e3,update,status,טרם הועלה,בטיפול,עידו.פרץ@kalag.test,2026-08-29 17:35:00
3896ba33-f05f-4c61-84e0-85a73981e4e3,update,priority,בינוני,נמוך,נועה.אבידן@kalag.test,2026-09-02 19:35:00
3896ba33-f05f-4c61-84e0-85a73981e4e3,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-09-05 19:35:00
baaa3519-9f2f-4c9a-88d9-67516eafc2ed,create,,,,מאיה.לוי@kalag.test,2026-05-05 14:22:00
f70134a3-324a-4420-a11d-5d8070189591,create,,,,יובל.שגיא@kalag.test,2026-06-24 10:08:00
f70134a3-324a-4420-a11d-5d8070189591,update,note,,הדשא מול הבנות,טל.רוזן@kalag.test,2026-06-29 16:08:00
3ac05798-ad1c-4b6c-8672-ed23eb59d22f,create,,,,נועה.אבידן@kalag.test,2026-05-26 15:03:00
3ac05798-ad1c-4b6c-8672-ed23eb59d22f,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-05-31 15:03:00
3ac05798-ad1c-4b6c-8672-ed23eb59d22f,update,note,,השביל ליד מגורי בנים,יובל.שגיא@kalag.test,2026-07-29 23:03:00
3ac05798-ad1c-4b6c-8672-ed23eb59d22f,update,priority,בינוני,נמוך,טל.רוזן@kalag.test,2026-08-12 03:03:00
3ac05798-ad1c-4b6c-8672-ed23eb59d22f,update,opened_by_phone,,058-2346853,טל.רוזן@kalag.test,2026-08-21 02:03:00
5d63cf1d-b441-4c9c-b7f7-0db3acdc7216,create,,,,טל.רוזן@kalag.test,2026-04-04 15:56:00
5d63cf1d-b441-4c9c-b7f7-0db3acdc7216,update,opened_by_name,,איתי מזרחי,נועה.אבידן@kalag.test,2026-05-20 15:56:00
5d63cf1d-b441-4c9c-b7f7-0db3acdc7216,update,priority,גבוה,נמוך,מאיה.לוי@kalag.test,2026-07-31 01:56:00
ab3b6e80-0662-4296-b706-5bf9355ee06e,create,,,,טל.רוזן@kalag.test,2026-05-29 20:59:00
ab3b6e80-0662-4296-b706-5bf9355ee06e,update,priority,גבוה,בינוני,יובל.שגיא@kalag.test,2026-09-07 00:59:00
7d32e83c-d323-41b7-b331-eafd7d724cbd,create,,,,דניאל.כהן@kalag.test,2026-05-08 08:26:00
7d32e83c-d323-41b7-b331-eafd7d724cbd,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-05-14 08:26:00
57bde9bc-c8c1-4fd3-ab7e-4f18c8b785c5,create,,,,יובל.שגיא@kalag.test,2026-07-08 13:36:00
57bde9bc-c8c1-4fd3-ab7e-4f18c8b785c5,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-07-09 19:36:00
57bde9bc-c8c1-4fd3-ab7e-4f18c8b785c5,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-07-23 01:36:00
2c5dd228-73de-438f-bb59-980f19e876ba,create,,,,דניאל.כהן@kalag.test,2026-05-01 13:04:00
0bcb5dfb-0ab1-4474-a927-d1c6a5215547,create,,,,נועה.אבידן@kalag.test,2026-05-21 08:30:00
0bcb5dfb-0ab1-4474-a927-d1c6a5215547,update,note,,מחכים לאישור תקציב,מאיה.לוי@kalag.test,2026-07-20 11:30:00
483c7b9a-b4bf-4ed3-8b89-fe7293dc2e06,create,,,,טל.רוזן@kalag.test,2026-08-16 06:43:00
483c7b9a-b4bf-4ed3-8b89-fe7293dc2e06,update,priority,בינוני,גבוה,מאיה.לוי@kalag.test,2026-08-22 07:43:00
5414edea-4879-4a48-905e-ff001cfc767f,create,,,,טל.רוזן@kalag.test,2026-04-03 13:46:00
5414edea-4879-4a48-905e-ff001cfc767f,update,priority,גבוה,נמוך,טל.רוזן@kalag.test,2026-07-06 01:46:00
e1c17f73-6505-4076-ab25-79a8f8d9205e,create,,,,טל.רוזן@kalag.test,2026-06-05 19:09:00
e1c17f73-6505-4076-ab25-79a8f8d9205e,update,note,,מחכים לאישור תקציב,נועה.אבידן@kalag.test,2026-08-16 06:09:00
1f9f3f9f-0185-42a8-8230-efd8296c7f6d,create,,,,עידו.פרץ@kalag.test,2026-06-24 13:42:00
1f9f3f9f-0185-42a8-8230-efd8296c7f6d,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-06-25 18:42:00
1f9f3f9f-0185-42a8-8230-efd8296c7f6d,update,priority,גבוה,נמוך,נועה.אבידן@kalag.test,2026-09-11 14:42:00
1acafc8b-2299-4cb9-92e7-1eeb4ec35665,create,,,,נועה.אבידן@kalag.test,2026-05-27 08:55:00
1acafc8b-2299-4cb9-92e7-1eeb4ec35665,update,status,טרם הועלה,בטיפול,עידו.פרץ@kalag.test,2026-06-06 08:55:00
1acafc8b-2299-4cb9-92e7-1eeb4ec35665,update,status,בטיפול,טופל,טל.רוזן@kalag.test,2026-06-12 12:55:00
acdd9adc-1baf-46af-8c3e-ddc698e39fe2,create,,,,דניאל.כהן@kalag.test,2026-03-22 08:51:00
bff3b3a6-d953-4966-bb28-c2e839f7a022,create,,,,נועה.אבידן@kalag.test,2026-04-06 12:49:00
bff3b3a6-d953-4966-bb28-c2e839f7a022,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-04-11 18:49:00
e6aacacd-657b-44d6-86fe-16498711c238,create,,,,יובל.שגיא@kalag.test,2026-08-06 10:03:00
e6aacacd-657b-44d6-86fe-16498711c238,update,note,,צריך להזמין קבלן חיצוני,עידו.פרץ@kalag.test,2026-08-15 19:03:00
e6aacacd-657b-44d6-86fe-16498711c238,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-08-17 15:03:00
e6aacacd-657b-44d6-86fe-16498711c238,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-08-23 21:03:00
5c3d74ea-4153-43a5-bb9f-83eb6276685f,create,,,,מאיה.לוי@kalag.test,2026-08-28 15:27:00
0e2c18af-de37-4d51-9546-26878f672401,create,,,,עידו.פרץ@kalag.test,2026-06-20 18:28:00
0e2c18af-de37-4d51-9546-26878f672401,update,note,,השביל לכיוון הרחבה,מאיה.לוי@kalag.test,2026-07-25 00:28:00
2ac4cee5-1960-4ec6-ab0c-801854be998c,create,,,,דניאל.כהן@kalag.test,2026-04-22 15:58:00
2ac4cee5-1960-4ec6-ab0c-801854be998c,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-04-27 21:58:00
2ac4cee5-1960-4ec6-ab0c-801854be998c,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-05-11 03:58:00
2ac4cee5-1960-4ec6-ab0c-801854be998c,update,priority,נמוך,גבוה,דניאל.כהן@kalag.test,2026-07-19 23:58:00
ad3e7d8c-895c-4722-9ae1-3db28457a468,create,,,,טל.רוזן@kalag.test,2026-04-04 18:48:00
ad3e7d8c-895c-4722-9ae1-3db28457a468,update,note,,דחוף לטפל השבוע,טל.רוזן@kalag.test,2026-09-06 18:48:00
6a485c18-202f-47d4-aed7-bfeeae85db7a,create,,,,יובל.שגיא@kalag.test,2026-04-08 20:16:00
6a485c18-202f-47d4-aed7-bfeeae85db7a,update,opened_by_phone,,050-9103177,דניאל.כהן@kalag.test,2026-07-08 08:16:00
a423ce59-0322-4f14-8b7c-bac9b421612d,create,,,,יובל.שגיא@kalag.test,2026-08-10 09:25:00
a423ce59-0322-4f14-8b7c-bac9b421612d,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-08-19 11:25:00
a423ce59-0322-4f14-8b7c-bac9b421612d,update,note,,צריך להזמין קבלן חיצוני,מאיה.לוי@kalag.test,2026-08-22 10:25:00
a423ce59-0322-4f14-8b7c-bac9b421612d,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-08-25 14:25:00
9f3fbce0-c4cd-4249-b150-a712d9efee54,create,,,,עידו.פרץ@kalag.test,2026-08-03 15:36:00
0564cb82-1038-4e96-88f0-98c3d773aee9,create,,,,דניאל.כהן@kalag.test,2026-05-26 08:15:00
0564cb82-1038-4e96-88f0-98c3d773aee9,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-06-03 10:15:00
0564cb82-1038-4e96-88f0-98c3d773aee9,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-06-09 15:15:00
f8a9a2de-276c-4ddd-8601-8f9912e80ea3,create,,,,יובל.שגיא@kalag.test,2026-04-28 11:17:00
f8a9a2de-276c-4ddd-8601-8f9912e80ea3,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-05-08 11:17:00
f8a9a2de-276c-4ddd-8601-8f9912e80ea3,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-05-09 12:17:00
1463d547-2cc1-4505-a13a-aeac73c90640,create,,,,עידו.פרץ@kalag.test,2026-07-06 10:59:00
3f641fcb-3ce3-4f33-8ad6-01552b3e3c43,create,,,,יובל.שגיא@kalag.test,2026-08-04 13:49:00
0045124d-9662-4a28-8110-b9207fb224f4,create,,,,דניאל.כהן@kalag.test,2026-05-06 10:53:00
0045124d-9662-4a28-8110-b9207fb224f4,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-05-12 11:53:00
fb0a5afc-fde4-4e50-98fc-98699ed397d6,create,,,,דניאל.כהן@kalag.test,2026-05-14 06:03:00
fb0a5afc-fde4-4e50-98fc-98699ed397d6,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-05-23 08:03:00
fb0a5afc-fde4-4e50-98fc-98699ed397d6,update,status,בטיפול,טופל,דניאל.כהן@kalag.test,2026-05-31 11:03:00
f8554090-66eb-4e12-94c7-4252c6c1e817,create,,,,עידו.פרץ@kalag.test,2026-05-21 07:16:00
f8554090-66eb-4e12-94c7-4252c6c1e817,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-05-31 08:16:00
f8554090-66eb-4e12-94c7-4252c6c1e817,update,priority,בינוני,נמוך,מאיה.לוי@kalag.test,2026-06-13 14:16:00
1c594f37-d51c-4358-80b2-3223838652a0,create,,,,מאיה.לוי@kalag.test,2026-09-03 17:14:00
1c594f37-d51c-4358-80b2-3223838652a0,update,priority,גבוה,בינוני,יובל.שגיא@kalag.test,2026-09-03 21:14:00
1c594f37-d51c-4358-80b2-3223838652a0,update,status,טרם הועלה,בטיפול,עידו.פרץ@kalag.test,2026-09-04 19:14:00
aa8a8089-23a8-4491-a72d-5281a6ded44f,create,,,,נועה.אבידן@kalag.test,2026-06-09 16:48:00
aa8a8089-23a8-4491-a72d-5281a6ded44f,update,priority,גבוה,בינוני,דניאל.כהן@kalag.test,2026-07-20 04:48:00
bbc29cd9-c3ac-4289-93d6-e64605ceedb6,create,,,,עידו.פרץ@kalag.test,2026-05-31 16:47:00
e40a84bb-1c5e-4916-9637-9959218817b3,create,,,,נועה.אבידן@kalag.test,2026-05-29 11:16:00
e40a84bb-1c5e-4916-9637-9959218817b3,update,note,,השביל בין הפינות,דניאל.כהן@kalag.test,2026-06-16 21:16:00
e40a84bb-1c5e-4916-9637-9959218817b3,update,priority,בינוני,נמוך,נועה.אבידן@kalag.test,2026-07-16 13:16:00
c22cad6d-a3bd-47a5-a0ea-fd4db113eed6,create,,,,מאיה.לוי@kalag.test,2026-08-02 18:02:00
c22cad6d-a3bd-47a5-a0ea-fd4db113eed6,update,note,,יטופל בסבב הבא,טל.רוזן@kalag.test,2026-09-10 23:02:00
4bbc88a8-f8ae-4782-8fc2-a1d0ffecc2e0,create,,,,נועה.אבידן@kalag.test,2026-06-10 08:49:00
4bbc88a8-f8ae-4782-8fc2-a1d0ffecc2e0,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-06-12 11:49:00
4d287673-dbdf-4dd8-ac93-2b0117079628,create,,,,נועה.אבידן@kalag.test,2026-04-03 19:14:00
4d287673-dbdf-4dd8-ac93-2b0117079628,update,priority,בינוני,נמוך,מאיה.לוי@kalag.test,2026-05-10 00:14:00
bed31c62-d451-4698-8463-6f369d5dab1c,create,,,,נועה.אבידן@kalag.test,2026-06-06 20:09:00
bed31c62-d451-4698-8463-6f369d5dab1c,update,note,,צריך להזמין קבלן חיצוני,מאיה.לוי@kalag.test,2026-07-28 23:09:00
bed31c62-d451-4698-8463-6f369d5dab1c,update,opened_by_name,,איתי לוי,עידו.פרץ@kalag.test,2026-08-19 00:09:00
0ab36dc8-d7db-4059-a5e1-bc14c5a2248b,create,,,,דניאל.כהן@kalag.test,2026-04-16 10:31:00
0ab36dc8-d7db-4059-a5e1-bc14c5a2248b,update,opened_by_name,,נועה בן דוד,טל.רוזן@kalag.test,2026-08-25 10:31:00
69263aa9-53c1-4313-80bf-9d57131d93d1,create,,,,מאיה.לוי@kalag.test,2026-05-14 16:59:00
69263aa9-53c1-4313-80bf-9d57131d93d1,update,opened_by_phone,,054-8800215,עידו.פרץ@kalag.test,2026-08-18 19:59:00
0b14610d-90fc-4271-89d3-5a3018d11140,create,,,,מאיה.לוי@kalag.test,2026-05-06 12:16:00
0b14610d-90fc-4271-89d3-5a3018d11140,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-05-10 12:16:00
0b14610d-90fc-4271-89d3-5a3018d11140,update,status,בטיפול,טופל,מאיה.לוי@kalag.test,2026-05-15 15:16:00
0b14610d-90fc-4271-89d3-5a3018d11140,update,priority,נמוך,בינוני,דניאל.כהן@kalag.test,2026-06-11 22:16:00
f60be298-fdf7-4140-990f-12d421a4e782,create,,,,יובל.שגיא@kalag.test,2026-07-10 13:00:00
f60be298-fdf7-4140-990f-12d421a4e782,update,note,,דווח כבר פעם קודמת,מאיה.לוי@kalag.test,2026-08-02 15:00:00
f60be298-fdf7-4140-990f-12d421a4e782,update,priority,בינוני,נמוך,נועה.אבידן@kalag.test,2026-09-03 13:00:00
d36b2810-8f4e-4de9-8d1d-c2f74aef96a0,create,,,,יובל.שגיא@kalag.test,2026-07-24 08:12:00
d36b2810-8f4e-4de9-8d1d-c2f74aef96a0,update,priority,בינוני,גבוה,נועה.אבידן@kalag.test,2026-08-31 19:12:00
15edd387-f2c0-403f-9831-bf58b8e91ccc,create,,,,טל.רוזן@kalag.test,2026-04-28 08:39:00
