gap_id,change_type,field,old_value,new_value,changed_by,changed_at
8eeff414-32dd-43ef-a888-dd1319767ad7,update,note,,צריך להזמין קבלן חיצוני,דניאל.כהן@kalag.test,2026-08-29 04:59:00
b1a8fa94-71d9-4368-b015-10d77e87c1a4,create,,,,נועה.אבידן@kalag.test,2026-03-21 19:45:00
b1a8fa94-71d9-4368-b015-10d77e87c1a4,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-03-26 23:45:00
b1a8fa94-71d9-4368-b015-10d77e87c1a4,update,priority,בינוני,גבוה,נועה.אבידן@kalag.test,2026-05-19 00:45:00
27aadaa3-e4d2-42e1-ad4d-54315d62185d,create,,,,טל.רוזן@kalag.test,2026-05-04 11:40:00
27aadaa3-e4d2-42e1-ad4d-54315d62185d,update,status,טרם הועלה,בטיפול,עידו.פרץ@kalag.test,2026-05-12 13:40:00
27aadaa3-e4d2-42e1-ad4d-54315d62185d,update,status,בטיפול,טופל,טל.רוזן@kalag.test,2026-05-17 13:40:00
e12a9a0b-0890-4179-8fb8-0deab3f78b1f,create,,,,עידו.פרץ@kalag.test,2026-08-03 07:16:00
e12a9a0b-0890-4179-8fb8-0deab3f78b1f,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-08-07 12:16:00
e12a9a0b-0890-4179-8fb8-0deab3f78b1f,update,status,בטיפול,טופל,טל.רוזן@kalag.test,2026-08-11 12:16:00
e12a9a0b-0890-4179-8fb8-0deab3f78b1f,update,note,,מחכים לאישור תקציב,עידו.פרץ@kalag.test,2026-08-12 12:16:00
e12a9a0b-0890-4179-8fb8-0deab3f78b1f,update,priority,בינוני,נמוך,עידו.פרץ@kalag.test,2026-08-16 09:16:00
b663a180-1264-4ed6-8316-257b6611e61f,create,,,,דניאל.כהן@kalag.test,2026-08-19 08:27:00
b663a180-1264-4ed6-8316-257b6611e61f,update,building,,מבנה 3,דניאל.כהן@kalag.test,2026-08-24 13:27:00
b663a180-1264-4ed6-8316-257b6611e61f,update,priority,גבוה,בינוני,עידו.פרץ@kalag.test,2026-08-31 09:27:00
fb682da4-aa28-40b9-ae4f-e4fff3bd8bc9,create,,,,עידו.פרץ@kalag.test,2026-09-09 07:37:00
3c012d05-ab21-49e3-b893-b38e9b6db52d,create,,,,מאיה.לוי@kalag.test,2026-06-10 17:56:00
3c012d05-ab21-49e3-b893-b38e9b6db52d,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-06-24 19:56:00
acfc2b60-ed4a-438a-a826-ef5779105cfd,create,,,,דניאל.כהן@kalag.test,2026-07-19 11:33:00
acfc2b60-ed4a-438a-a826-ef5779105cfd,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-07-22 16:33:00
acfc2b60-ed4a-438a-a826-ef5779105cfd,update,opened_by_phone,,058-3169019,עידו.פרץ@kalag.test,2026-08-27 20:33:00
5d68314b-00ec-440d-90c9-7dbbffceb542,create,,,,טל.רוזן@kalag.test,2026-05-22 20:28:00
e1cb264d-de97-4ee2-8a6e-aeb3492cba21,create,,,,דניאל.כהן@kalag.test,2026-07-10 14:36:00
e1cb264d-de97-4ee2-8a6e-aeb3492cba21,update,priority,נמוך,בינוני,נועה.אבידן@kalag.test,2026-09-04 00:36:00
1d2c93f6-eb10-4c5a-9708-78c66d906ec5,create,,,,יובל.שגיא@kalag.test,2026-05-09 09:24:00
1d2c93f6-eb10-4c5a-9708-78c66d906ec5,update,opened_by_phone,,053-8694584,מאיה.לוי@kalag.test,2026-05-15 14:24:00
1d2c93f6-eb10-4c5a-9708-78c66d906ec5,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-05-18 13:24:00
1d2c93f6-eb10-4c5a-9708-78c66d906ec5,update,note,,דחוף לטפל השבוע,נועה.אבידן@kalag.test,2026-07-28 16:24:00
f4ada569-e160-4c70-9b73-56634bd9d758,create,,,,עידו.פרץ@kalag.test,2026-07-02 14:29:00
f4ada569-e160-4c70-9b73-56634bd9d758,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-07-07 19:29:00
c80dda9d-d71c-44cd-84b9-65e1ea57c686,create,,,,יובל.שגיא@kalag.test,2026-08-03 17:30:00
89652046-8a80-474e-9d4c-41a4ee235e1c,create,,,,נועה.אבידן@kalag.test,2026-04-17 08:48:00
89652046-8a80-474e-9d4c-41a4ee235e1c,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-04-19 09:48:00
89652046-8a80-474e-9d4c-41a4ee235e1c,update,status,בטיפול,טופל,מאיה.לוי@kalag.test,2026-05-03 14:48:00
50427ca4-5c1e-4279-a34d-7260144dfcd1,create,,,,מאיה.לוי@kalag.test,2026-05-16 10:04:00
11ff1d31-a2a3-491b-8cd0-1ca0f8942573,create,,,,עידו.פרץ@kalag.test,2026-05-19 10:33:00
b3412766-b279-4dc2-8518-54251bf85d79,create,,,,מאיה.לוי@kalag.test,2026-08-11 10:41:00
b3412766-b279-4dc2-8518-54251bf85d79,update,priority,נמוך,גבוה,דניאל.כהן@kalag.test,2026-09-11 13:41:00
c55c136c-bfad-4142-bc8c-05233288365f,create,,,,דניאל.כהן@kalag.test,2026-07-24 14:57:00
c55c136c-bfad-4142-bc8c-05233288365f,update,status,טרם הועלה,בטיפול,עידו.פרץ@kalag.test,2026-08-06 15:57:00
c55c136c-bfad-4142-bc8c-05233288365f,update,priority,נמוך,גבוה,דניאל.כהן@kalag.test,2026-08-07 18:57:00
c55c136c-bfad-4142-bc8c-05233288365f,update,status,בטיפול,טופל,עידו.פרץ@kalag.test,2026-08-09 15:57:00
8bf07427-9705-4e2d-b28e-0fa6c5084da7,create,,,,דניאל.כהן@kalag.test,2026-04-06 15:24:00
8bf07427-9705-4e2d-b28e-0fa6c5084da7,update,building,,אגף ב,טל.רוזן@kalag.test,2026-05-28 23:24:00
d7437f6b-2a47-451e-876b-065a6a12b844,create,,,,יובל.שגיא@kalag.test,2026-05-27 17:12:00
d7437f6b-2a47-451e-876b-065a6a12b844,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-06-07 20:12:00
d7437f6b-2a47-451e-876b-065a6a12b844,update,priority,נמוך,בינוני,טל.רוזן@kalag.test,2026-08-24 22:12:00
f4874391-eda2-49d4-bcd2-e09f6163bbfd,create,,,,מאיה.לוי@kalag.test,2026-04-25 16:38:00
f4874391-eda2-49d4-bcd2-e09f6163bbfd,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-05-07 17:38:00
0c96dbd0-f3c3-47dc-a548-2149bdfdbf2a,create,,,,יובל.שגיא@kalag.test,2026-06-22 08:44:00
0c96dbd0-f3c3-47dc-a548-2149bdfdbf2a,update,note,,הדשא באזור הרחבה,עידו.פרץ@kalag.test,2026-07-06 12:44:00
29d31aa2-a8dd-4e97-bc7d-882b0c1aae3a,create,,,,דניאל.כהן@kalag.test,2026-08-07 09:00:00
0c287c11-eec8-4460-b211-504bd7dc01f7,create,,,,נועה.אבידן@kalag.test,2026-05-03 10:49:00
0c287c11-eec8-4460-b211-504bd7dc01f7,update,priority,גבוה,בינוני,עידו.פרץ@kalag.test,2026-07-10 16:49:00
e568e413-7685-4036-b98f-17ab94a088cb,create,,,,דניאל.כהן@kalag.test,2026-08-21 14:07:00
e568e413-7685-4036-b98f-17ab94a088cb,update,opened_by_name,,דוד אברהם,דניאל.כהן@kalag.test,2026-08-24 18:07:00
e568e413-7685-4036-b98f-17ab94a088cb,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-08-27 18:07:00
920d0133-d5f8-43c4-ab67-a10966d4586e,create,,,,נועה.אבידן@kalag.test,2026-06-19 13:14:00
920d0133-d5f8-43c4-ab67-a10966d4586e,update,building,,מבנה 4,עידו.פרץ@kalag.test,2026-08-11 18:14:00
443c5ef7-78ba-4161-be66-1e8804f74665,create,,,,עידו.פרץ@kalag.test,2026-08-25 16:17:00
443c5ef7-78ba-4161-be66-1e8804f74665,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-09-05 21:17:00
443c5ef7-78ba-4161-be66-1e8804f74665,update,note,,צריך להזמין קבלן חיצוני,מאיה.לוי@kalag.test,2026-09-07 21:17:00
944149d5-5f7c-4288-a6eb-affda5d1cdc0,create,,,,עידו.פרץ@kalag.test,2026-07-12 12:26:00
944149d5-5f7c-4288-a6eb-affda5d1cdc0,update,opened_by_name,,עומר עמר,יובל.שגיא@kalag.test,2026-07-13 23:26:00
944149d5-5f7c-4288-a6eb-affda5d1cdc0,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-07-18 12:26:00
944149d5-5f7c-4288-a6eb-affda5d1cdc0,update,priority,גבוה,נמוך,דניאל.כהן@kalag.test,2026-08-10 15:26:00
3aede92b-b7dc-4676-bf34-bb60b975c311,create,,,,טל.רוזן@kalag.test,2026-04-16 19:01:00
3aede92b-b7dc-4676-bf34-bb60b975c311,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-04-27 20:01:00
3aede92b-b7dc-4676-bf34-bb60b975c311,update,opened_by_phone,,053-3939798,נועה.אבידן@kalag.test,2026-06-11 19:01:00
3aede92b-b7dc-4676-bf34-bb60b975c311,update,priority,גבוה,נמוך,עידו.פרץ@kalag.test,2026-08-13 03:01:00
5601a11d-5777-436f-a72a-1bf1513c7438,create,,,,דניאל.כהן@kalag.test,2026-04-25 14:44:00
5601a11d-5777-436f-a72a-1bf1513c7438,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-04-26 14:44:00
854a0f94-0529-4eb0-9dab-6814fbf475a7,create,,,,נועה.אבידן@kalag.test,2026-08-29 15:13:00
854a0f94-0529-4eb0-9dab-6814fbf475a7,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-09-04 21:13:00
854a0f94-0529-4eb0-9dab-6814fbf475a7,update,note,,מחכים לאישור תקציב,דניאל.כהן@kalag.test,2026-09-10 16:13:00
bc615f28-b4f4-4f5c-ae5c-ddcbef3564d2,create,,,,טל.רוזן@kalag.test,2026-07-11 08:41:00
bc615f28-b4f4-4f5c-ae5c-ddcbef3564d2,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-07-21 14:41:00
636138dd-2e64-4239-8797-cc47a2bba9e4,create,,,,דניאל.כהן@kalag.test,2026-07-08 17:30:00
636138dd-2e64-4239-8797-cc47a2bba9e4,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-07-15 20:30:00
636138dd-2e64-4239-8797-cc47a2bba9e4,update,status,בטיפול,טופל,עידו.פרץ@kalag.test,2026-07-16 22:30:00
636138dd-2e64-4239-8797-cc47a2bba9e4,update,room_number,,105,יובל.שגיא@kalag.test,2026-08-21 23:30:00
9deafdc2-e975-41bd-abb8-58e14c5bdf95,create,,,,דניאל.כהן@kalag.test,2026-07-22 14:34:00
9deafdc2-e975-41bd-abb8-58e14c5bdf95,update,priority,גבוה,נמוך,דניאל.כהן@kalag.test,2026-07-31 00:34:00
9deafdc2-e975-41bd-abb8-58e14c5bdf95,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-08-04 20:34:00
9deafdc2-e975-41bd-abb8-58e14c5bdf95,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-08-10 00:34:00
f46ee9b2-dc06-4376-9781-26856814824e,create,,,,נועה.אבידן@kalag.test,2026-05-23 15:26:00
f46ee9b2-dc06-4376-9781-26856814824e,update,priority,גבוה,בינוני,מאיה.לוי@kalag.test,2026-08-06 22:26:00
351d164e-3d70-4603-be9a-dc35bfaffcd6,create,,,,דניאל.כהן@kalag.test,2026-03-26 19:57:00
351d164e-3d70-4603-be9a-dc35bfaffcd6,update,opened_by_name,,אבי בן דוד,מאיה.לוי@kalag.test,2026-08-18 03:57:00
18e560eb-1fdc-42ce-97ea-cb9efecd381c,create,,,,דניאל.כהן@kalag.test,2026-06-28 07:26:00
18e560eb-1fdc-42ce-97ea-cb9efecd381c,update,note,,דווח כבר פעם קודמת,דניאל.כהן@kalag.test,2026-07-01 13:26:00
18e560eb-1fdc-42ce-97ea-cb9efecd381c,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-07-02 08:26:00
18e560eb-1fdc-42ce-97ea-cb9efecd381c,update,status,בטיפול,טופל,טל.רוזן@kalag.test,2026-07-14 13:26:00
200470f0-cd9c-4296-aa22-25c7ce3f7eb9,create,,,,דניאל.כהן@kalag.test,2026-06-07 14:41:00
200470f0-cd9c-4296-aa22-25c7ce3f7eb9,update,note,,הדשא ליד פינת הישיבה,יובל.שגיא@kalag.test,2026-07-04 18:41:00
cc961bd5-7edc-4e32-acde-35185e9d874e,create,,,,נועה.אבידן@kalag.test,2026-09-03 07:42:00
cc961bd5-7edc-4e32-acde-35185e9d874e,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-09-09 10:42:00
cc961bd5-7edc-4e32-acde-35185e9d874e,update,status,בטיפול,טופל,מאיה.לוי@kalag.test,2026-09-12 14:42:00
864b5790-459b-42d7-af6b-1d9d978f7921,create,,,,נועה.אבידן@kalag.test,2026-05-24 20:06:00
864b5790-459b-42d7-af6b-1d9d978f7921,update,note,,דווח כבר פעם קודמת,מאיה.לוי@kalag.test,2026-08-09 00:06:00
462504ef-4ed2-4629-9968-01a5dd518591,create,,,,עידו.פרץ@kalag.test,2026-07-12 13:24:00
462504ef-4ed2-4629-9968-01a5dd518591,update,status,טרם הועלה,בטיפול,עידו.פרץ@kalag.test,2026-07-23 16:24:00
462504ef-4ed2-4629-9968-01a5dd518591,update,note,,דווח כבר פעם קודמת,דניאל.כהן@kalag.test,2026-09-03 21:24:00
b070b320-f8aa-4a1f-bcb0-7ba4f1bafc58,create,,,,נועה.אבידן@kalag.test,2026-03-30 08:33:00
bd6ee0ae-a18b-4403-9b22-07c935f292a4,create,,,,מאיה.לוי@kalag.test,2026-08-03 12:52:00
bd6ee0ae-a18b-4403-9b22-07c935f292a4,update,opened_by_phone,,055-8829383,מאיה.לוי@kalag.test,2026-08-26 19:52:00
1cba3e23-39b7-48b8-9725-e7b95d9168ce,create,,,,יובל.שגיא@kalag.test,2026-08-22 14:47:00
1cba3e23-39b7-48b8-9725-e7b95d9168ce,update,note,,חומרים בדרך,דניאל.כהן@kalag.test,2026-09-04 23:47:00
1cba3e23-39b7-48b8-9725-e7b95d9168ce,update,opened_by_name,,שלומי עמר,מאיה.לוי@kalag.test,2026-09-09 19:47:00
36e2fa78-724c-4ab8-94e6-ec4c970d527d,create,,,,עידו.פרץ@kalag.test,2026-08-27 15:44:00
36e2fa78-724c-4ab8-94e6-ec4c970d527d,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-09-10 17:44:00
1777046d-39ca-4287-bfff-b13ed6be929b,create,,,,עידו.פרץ@kalag.test,2026-08-24 14:48:00
1777046d-39ca-4287-bfff-b13ed6be929b,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-08-25 20:48:00
1777046d-39ca-4287-bfff-b13ed6be929b,update,priority,נמוך,בינוני,עידו.פרץ@kalag.test,2026-09-07 00:48:00
3fd9a233-0c26-4499-9266-23e3796cc25f,create,,,,דניאל.כהן@kalag.test,2026-06-06 16:06:00
3fd9a233-0c26-4499-9266-23e3796cc25f,update,note,,מחכים לאישור תקציב,דניאל.כהן@kalag.test,2026-07-08 21:06:00
b0bba097-3117-4961-b398-3a25ac6a008b,create,,,,טל.רוזן@kalag.test,2026-05-30 18:18:00
b0bba097-3117-4961-b398-3a25ac6a008b,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-06-04 18:18:00
b0bba097-3117-4961-b398-3a25ac6a008b,update,status,בטיפול,טופל,יובל.שגיא@kalag.test,2026-06-05 21:18:00
b0bba097-3117-4961-b398-3a25ac6a008b,update,priority,גבוה,נמוך,טל.רוזן@kalag.test,2026-07-13 04:18:00
b0bba097-3117-4961-b398-3a25ac6a008b,update,note,,חומרים בדרך,מאיה.לוי@kalag.test,2026-08-26 06:18:00
b0bba097-3117-4961-b398-3a25ac6a008b,update,opened_by_phone,,054-7661918,נועה.אבידן@kalag.test,2026-09-02 01:18:00
c2a5003a-3dbb-4cbe-a968-ec28a350c51e,create,,,,טל.רוזן@kalag.test,2026-05-28 11:43:00
c2a5003a-3dbb-4cbe-a968-ec28a350c51e,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-06-11 11:43:00
c2a5003a-3dbb-4cbe-a968-ec28a350c51e,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-06-24 11:43:00
c2a5003a-3dbb-4cbe-a968-ec28a350c51e,update,note,,השביל לכיוון הרחבה,טל.רוזן@kalag.test,2026-09-01 18:43:00
f9bde672-b3e3-49bf-aae3-d5cff3bfe48c,create,,,,דניאל.כהן@kalag.test,2026-06-22 12:51:00
f9bde672-b3e3-49bf-aae3-d5cff3bfe48c,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-06-30 14:51:00
763d2e08-0968-4ca1-85ad-0e4600bd5a4f,create,,,,טל.רוזן@kalag.test,2026-03-28 19:35:00
